,Name,Ticker,Current Price,Industry,Country,Beta,Market Cap,Sector,Dividend Yield,Headquarter
0,Apple Inc.,AAPL,219.86,Consumer Electronics,United States,1.244,3342773518336,Technology,0.0045,One Apple Park Way
